Subject Number, Block, Trial Number, Dynomometer Response, Duration
998,NA,ITI,NA,1000
998,study,1,0,1000
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,2,0,1500
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,3,0,1000
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,4,0,1500
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,5,0,1000
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,6,0,1500
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,7,0,1000
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,8,0,1500
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,9,0,1000
998,study,study,NA,NA
998,NA,ITI,NA,1000
998,study,10,0,1500
998,study,study,NA,NA
998,NA,End of Block,NA,NA
998,NA,ITI,NA,1000
998,NA,Break,NA,NA
998,NA,ITI,NA,1000
998,NA,ITI,NA,1957
998,NA,Practice,3,NA
998,NA,ITI,NA,1663
998,NA,Practice,3,NA
998,NA,ITI,NA,1387
998,NA,Practice,4,NA
998,NA,ITI,NA,1212
998,NA,Practice,4,NA
998,NA,ITI,NA,1701
998,NA,Practice,3,NA
998,NA,ITI,NA,1816
998,NA,Practice,4,NA
998,NA,ITI,NA,1775
998,NA,Practice,4,NA
998,NA,ITI,NA,1717
998,NA,Practice,4,NA
998,NA,ITI,NA,1762
998,NA,Practice,4,NA
998,NA,ITI,NA,1852
998,NA,Practice,4,NA
998,NA,ITI,NA,1195
998,NA,Practice,4,NA
998,NA,ITI,NA,1769
998,NA,Practice,4,NA
998,NA,ITI,NA,1998
998,NA,Practice,4,NA
998,NA,ITI,NA,1911
998,NA,Practice,4,NA
998,NA,ITI,NA,1435
998,NA,Practice,4,NA
998,NA,ITI,NA,1348
998,NA,Practice,3,NA
998,NA,ITI,NA,1021
998,NA,Practice,3,NA
998,NA,ITI,NA,1574
998,NA,Practice,3,NA
998,NA,ITI,NA,1143
998,NA,Practice,3,NA
998,NA,ITI,NA,1449
998,NA,Practice,4,NA
998,NA,ITI,NA,1581
998,NA,Practice,4,NA
998,NA,ITI,NA,1270
998,NA,Practice,4,NA
998,NA,ITI,NA,1394
998,NA,Practice,4,NA
998,NA,ITI,NA,1884
998,NA,Practice,4,NA
998,NA,ITI,NA,1023
998,NA,Practice,4,NA
998,NA,Break,NA,NA
998,NA,ITI,NA,1000
998,NA,ITI,NA,1388
998,NA,test,4,NA
998,NA,ITI,NA,1941
998,NA,test,3,NA
998,NA,ITI,NA,1641
998,NA,test,3,NA
998,NA,ITI,NA,1582
998,NA,test,3,NA
998,NA,ITI,NA,1472
998,NA,test,3,NA
998,NA,ITI,NA,1536
998,NA,test,3,NA
998,NA,ITI,NA,1169
998,NA,test,3,NA
998,NA,ITI,NA,1514
