Subject Number, Block, Trial Number, Dynomometer Response, Duration
9999,NA,Break,NA,NA
9999,NA,ITI,NA,1000
9999,NA,ITI,NA,1824
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1218
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1031
9999,NA,Practice,0,NA
9999,NA,ITI,NA,1546
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1154
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1187
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1422
9999,NA,Practice,0,NA
9999,NA,ITI,NA,1606
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1492
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1644
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1913
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1771
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1288
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1415
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1331
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1366
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1312
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1581
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1113
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1326
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1853
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1166
9999,NA,Practice,3,NA
9999,NA,ITI,NA,1482
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1551
9999,NA,Practice,4,NA
9999,NA,ITI,NA,1603
9999,NA,Practice,4,NA
9999,NA,Break,NA,NA
9999,NA,ITI,NA,1000
9999,NA,ITI,NA,1340
9999,NA,test,4,NA
9999,NA,ITI,NA,1358
9999,NA,test,3,NA
9999,NA,ITI,NA,1491
9999,NA,test,4,NA
9999,NA,ITI,NA,1316
9999,NA,test,3,NA
9999,NA,ITI,NA,1199
