Subject Number, Block, Trial Number, Dynomometer Response, Duration
99,NA,ITI,NA,1000
99,study,1,0,1000
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,2,0,1500
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,3,0,1000
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,4,0,1500
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,5,0,1000
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,6,0,1500
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,7,0,1000
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,8,0,1500
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,9,0,1000
99,study,study,NA,NA
99,NA,ITI,NA,1000
99,study,10,0,1500
99,study,study,NA,NA
99,NA,End of Block,NA,NA
99,NA,ITI,NA,1000
99,NA,Break,NA,NA
99,NA,ITI,NA,1000
99,NA,ITI,NA,1672
99,NA,Practice,4,NA
99,NA,ITI,NA,1488
